participant_id,video_name,start,end,duration,code_group,subcode
P51,2025-06-05_14-20-53,NA,NA,,video,00:00:01.870
P51,2025-06-05_14-20-53,NA,NA,,video,00:00:01.930
P51,2025-06-05_14-20-53,NA,NA,,video,00:00:01.480
P51,2025-06-05_14-20-53,NA,NA,,video,00:00:01.530
P51,2025-06-05_14-20-53,NA,NA,,childreaction2failure,00:00:00.680
P51,2025-06-05_14-20-53,NA,NA,,childtone,00:00:01.200
P51,2025-06-05_14-20-53,NA,NA,,childtone,00:00:01.000
P51,2025-06-05_14-20-53,NA,NA,,childtone,00:00:01.580
P51,2025-06-05_14-20-53,NA,NA,,childtone,00:00:02.000
P51,2025-06-05_14-20-53,NA,NA,,childprompt,00:00:01.200
P51,2025-06-05_14-20-53,NA,NA,,childprompt,00:00:01.000
P51,2025-06-05_14-20-53,NA,NA,,childprompt,00:00:01.580
P51,2025-06-05_14-20-53,NA,NA,,childprompt,00:00:02.000
P51,2025-06-05_14-20-53,NA,NA,,childreaction2failure,00:00:01.545
P51,2025-06-05_14-20-53,NA,NA,,video,00:00:01.460
P51,2025-06-05_14-20-53,NA,NA,,childreaction2failure,00:00:01.000
P51,2025-06-05_14-20-53,NA,NA,,childreaction2failure,00:00:01.200
P51,2025-06-05_14-20-53,NA,NA,,quote,00:00:02.840
P51,2025-06-05_14-20-53,NA,NA,,quote,00:00:02.000
P51,2025-06-05_14-20-53,NA,NA,,childreaction2failure,00:00:02.000
P51,2025-06-05_14-20-53,NA,NA,,robotspeaking,00:00:02.620
P51,2025-06-05_14-20-53,NA,NA,,robotspeaking,00:00:02.090
P51,2025-06-05_14-20-53,NA,NA,,quote,00:00:01.200
P51,2025-06-05_14-20-53,NA,NA,,robotspeaking,00:00:02.200
P51,2025-06-05_14-20-53,NA,NA,,robotspeaking,00:00:02.310
P52,2025-06-05_14-28-47,NA,NA,,childtone,00:00:01.680
P52,2025-06-05_14-28-47,NA,NA,,video,00:00:01.820
P52,2025-06-05_14-28-47,NA,NA,,childtone,00:00:01.020
P52,2025-06-05_14-28-47,NA,NA,,childprompt,00:00:01.200
P52,2025-06-05_14-28-47,NA,NA,,childtone,00:00:01.200
P52,2025-06-05_14-28-47,NA,NA,,childprompt,00:00:01.680
P52,2025-06-05_14-28-47,NA,NA,,childprompt,00:00:02.730
P52,2025-06-05_14-28-47,NA,NA,,video,00:00:01.460
P52,2025-06-05_14-28-47,NA,NA,,video,00:00:00.940
P52,2025-06-05_14-28-47,NA,NA,,video,00:00:01.940
P52,2025-06-05_14-28-47,NA,NA,,video,00:00:02.470
P52,2025-06-05_14-28-47,NA,NA,,video,00:00:01.400
P52,2025-06-05_14-28-47,NA,NA,,quote,00:00:01.200
P52,2025-06-05_14-28-47,NA,NA,,robotspeaking,00:00:02.390
P52,2025-06-05_14-28-47,NA,NA,,robotspeaking,00:00:01.720
P52,2025-06-05_14-28-47,NA,NA,,robotspeaking,00:00:01.550
P52,2025-06-05_14-28-47,NA,NA,,childreaction2failure,00:00:01.020
P52,2025-06-05_14-28-47,NA,NA,,childprompt,00:00:01.020
P52,2025-06-05_14-28-47,NA,NA,,childreaction2failure,00:00:02.730
P52,2025-06-05_14-28-47,NA,NA,,childreaction2failure,00:00:01.680
P52,2025-06-05_14-28-47,NA,NA,,childreaction2failure,00:00:01.200
P52,2025-06-05_14-28-47,NA,NA,,quote,00:00:01.020
P52,2025-06-05_14-28-47,NA,NA,,quote,00:00:01.680
P52,2025-06-05_14-28-47,NA,NA,,robotspeaking,00:00:02.880
P52,2025-06-05_14-28-47,NA,NA,,robotspeaking,00:00:04.490
P53,2025-06-05_14-37-52,NA,NA,,quote,00:00:01.500
P53,2025-06-05_14-37-52,NA,NA,,robotspeaking,00:00:03.010
P53,2025-06-05_14-37-52,NA,NA,,quote,00:00:03.580
P53,2025-06-05_14-37-52,NA,NA,,quote,00:00:03.610
P53,2025-06-05_14-37-52,NA,NA,,childprompt,00:00:03.580
P53,2025-06-05_14-37-52,NA,NA,,childprompt,00:00:03.610
P53,2025-06-05_14-37-52,NA,NA,,childprompt,00:00:01.500
P53,2025-06-05_14-37-52,NA,NA,,childprompt,00:00:00.850
P53,2025-06-05_14-37-52,NA,NA,,childtone,00:00:03.580
P53,2025-06-05_14-37-52,NA,NA,,childtone,00:00:03.610
P53,2025-06-05_14-37-52,NA,NA,,childtone,00:00:01.500
P53,2025-06-05_14-37-52,NA,NA,,childtone,00:00:00.850
P53,2025-06-05_14-37-52,NA,NA,,video,00:00:00.440
P53,2025-06-05_14-37-52,NA,NA,,video,00:00:02.500
P53,2025-06-05_14-37-52,NA,NA,,video,00:00:00.600
P53,2025-06-05_14-37-52,NA,NA,,quote,00:00:00.850
P53,2025-06-05_14-37-52,NA,NA,,video,00:00:01.030
P53,2025-06-05_14-37-52,NA,NA,,video,00:00:01.900
P53,2025-06-05_14-37-52,NA,NA,,video,00:00:02.310
P53,2025-06-05_14-37-52,NA,NA,,robotspeaking,00:00:02.580
P53,2025-06-05_14-37-52,NA,NA,,robotspeaking,00:00:01.990
P53,2025-06-05_14-37-52,NA,NA,,robotspeaking,00:00:02.230
P53,2025-06-05_14-37-52,NA,NA,,robotspeaking,00:00:02.280
P53,2025-06-05_14-37-52,NA,NA,,childreaction2failure,00:00:03.580
P53,2025-06-05_14-37-52,NA,NA,,childreaction2failure,00:00:03.610
P53,2025-06-05_14-37-52,NA,NA,,childreaction2failure,00:00:01.500
P53,2025-06-05_14-37-52,NA,NA,,childreaction2failure,00:00:00.850
P53,2025-06-05_14-37-52,NA,NA,,video,00:00:00.960
P54,2025-06-05_14-47-02,NA,NA,,video,00:00:01.010
P54,2025-06-05_14-47-02,NA,NA,,video,00:00:00.790
P54,2025-06-05_14-47-02,NA,NA,,childtone,00:00:00.820
P54,2025-06-05_14-47-02,NA,NA,,childtone,00:00:00.900
P54,2025-06-05_14-47-02,NA,NA,,childprompt,00:00:01.300
P54,2025-06-05_14-47-02,NA,NA,,childprompt,00:00:00.820
P54,2025-06-05_14-47-02,NA,NA,,childprompt,00:00:00.900
P54,2025-06-05_14-47-02,NA,NA,,video,00:00:01.730
P54,2025-06-05_14-47-02,NA,NA,,childprompt,00:00:01.660
P54,2025-06-05_14-47-02,NA,NA,,childtone,00:00:01.660
P54,2025-06-05_14-47-02,NA,NA,,video,00:00:01.830
P54,2025-06-05_14-47-02,NA,NA,,childprompt,00:00:01.960
P54,2025-06-05_14-47-02,NA,NA,,robotspeaking,00:00:02.270
P54,2025-06-05_14-47-02,NA,NA,,robotspeaking,00:00:02.920
P54,2025-06-05_14-47-02,NA,NA,,quote,00:00:00.820
P54,2025-06-05_14-47-02,NA,NA,,quote,00:00:00.760
P54,2025-06-05_14-47-02,NA,NA,,quote,00:00:00.900
P54,2025-06-05_14-47-02,NA,NA,,quote,00:00:01.300
P54,2025-06-05_14-47-02,NA,NA,,quote,00:00:01.660
P54,2025-06-05_14-47-02,NA,NA,,video,00:00:01.410
P54,2025-06-05_14-47-02,NA,NA,,childreaction2failure,00:00:00.900
P54,2025-06-05_14-47-02,NA,NA,,robotspeaking,00:00:01.480
P54,2025-06-05_14-47-02,NA,NA,,robotspeaking,00:00:02.150
P54,2025-06-05_14-47-02,NA,NA,,childreaction2failure,00:00:00.820
P54,2025-06-05_14-47-02,NA,NA,,robotspeaking,00:00:06.899
P54,2025-06-05_14-47-02,NA,NA,,childreaction2failure,00:00:01.660
P54,2025-06-05_14-47-02,NA,NA,,robotspeaking,00:00:02.190
P55,2025-06-05_14-56-53,NA,NA,,childprompt,00:00:03.450
P55,2025-06-05_14-56-53,NA,NA,,childprompt,00:00:04.680
P55,2025-06-05_14-56-53,NA,NA,,childprompt,00:00:01.040
P55,2025-06-05_14-56-53,NA,NA,,video,00:00:00.070
P55,2025-06-05_14-56-53,NA,NA,,childtone,00:00:01.040
P55,2025-06-05_14-56-53,NA,NA,,childtone,00:00:01.110
P55,2025-06-05_14-56-53,NA,NA,,video,00:00:00.950
P55,2025-06-05_14-56-53,NA,NA,,video,00:00:00.050
P55,2025-06-05_14-56-53,NA,NA,,video,00:00:01.240
P55,2025-06-05_14-56-53,NA,NA,,childprompt,00:00:01.110
P55,2025-06-05_14-56-53,NA,NA,,video,00:00:00.300
P55,2025-06-05_14-56-53,NA,NA,,video,00:00:01.420
P55,2025-06-05_14-56-53,NA,NA,,quote,00:00:01.110
P55,2025-06-05_14-56-53,NA,NA,,video,00:00:01.120
P55,2025-06-05_14-56-53,NA,NA,,childreaction2failure,00:00:01.110
P55,2025-06-05_14-56-53,NA,NA,,childreaction2failure,00:00:01.040
P55,2025-06-05_14-56-53,NA,NA,,childreaction2failure,00:00:04.680
P55,2025-06-05_14-56-53,NA,NA,,quote,00:00:01.040
P55,2025-06-05_14-56-53,NA,NA,,robotspeaking,00:00:02.710
P55,2025-06-05_14-56-53,NA,NA,,robotspeaking,00:00:02.340
P55,2025-06-05_14-56-53,NA,NA,,robotspeaking,00:00:02.150
P55,2025-06-05_14-56-53,NA,NA,,robotspeaking,00:00:03.000
P55,2025-06-05_14-56-53,NA,NA,,childreaction2failure,00:00:03.450
P55,2025-06-05_14-56-53,NA,NA,,robotspeaking,00:00:01.690
P56,2025-06-05_15-07-27,NA,NA,,quote,00:00:01.600
P56,2025-06-05_15-07-27,NA,NA,,childreaction2failure,00:00:01.600
P56,2025-06-05_15-07-27,NA,NA,,childreaction2failure,00:00:01.440
P56,2025-06-05_15-07-27,NA,NA,,childreaction2failure,00:00:01.740
P56,2025-06-05_15-07-27,NA,NA,,childreaction2failure,00:00:01.780
P56,2025-06-05_15-07-27,NA,NA,,robotspeaking,00:00:05.370
P56,2025-06-05_15-07-27,NA,NA,,video,00:00:03.120
P56,2025-06-05_15-07-27,NA,NA,,robotspeaking,00:00:02.190
P56,2025-06-05_15-07-27,NA,NA,,robotspeaking,00:00:02.160
P56,2025-06-05_15-07-27,NA,NA,,robotspeaking,00:00:01.960
P56,2025-06-05_15-07-27,NA,NA,,childprompt,00:00:01.780
P56,2025-06-05_15-07-27,NA,NA,,childprompt,00:00:01.740
P56,2025-06-05_15-07-27,NA,NA,,childprompt,00:00:01.440
P56,2025-06-05_15-07-27,NA,NA,,childprompt,00:00:01.600
P56,2025-06-05_15-07-27,NA,NA,,childtone,00:00:01.780
P56,2025-06-05_15-07-27,NA,NA,,robotspeaking,00:00:02.520
P56,2025-06-05_15-07-27,NA,NA,,childtone,00:00:01.440
P56,2025-06-05_15-07-27,NA,NA,,childtone,00:00:01.600
P56,2025-06-05_15-07-27,NA,NA,,video,00:00:00.510
P56,2025-06-05_15-07-27,NA,NA,,video,00:00:00.630
P56,2025-06-05_15-07-27,NA,NA,,video,00:00:00.740
P56,2025-06-05_15-07-27,NA,NA,,childtone,00:00:01.740
P56,2025-06-05_15-07-27,NA,NA,,video,00:00:00.700
P57,2025-06-05_15-17-04,NA,NA,,video,00:00:00.470
P57,2025-06-05_15-17-04,NA,NA,,video,00:00:00.520
P57,2025-06-05_15-17-04,NA,NA,,video,00:00:00.050
P57,2025-06-05_15-17-04,NA,NA,,childtone,00:00:00.820
P57,2025-06-05_15-17-04,NA,NA,,childtone,00:00:01.910
P57,2025-06-05_15-17-04,NA,NA,,video,00:00:00.420
P57,2025-06-05_15-17-04,NA,NA,,childtone,00:00:01.830
P57,2025-06-05_15-17-04,NA,NA,,childprompt,00:00:00.820
P57,2025-06-05_15-17-04,NA,NA,,childprompt,00:00:01.750
P57,2025-06-05_15-17-04,NA,NA,,childprompt,00:00:01.910
P57,2025-06-05_15-17-04,NA,NA,,childtone,00:00:01.750
P57,2025-06-05_15-17-04,NA,NA,,video,00:00:00.310
P57,2025-06-05_15-17-04,NA,NA,,robotspeaking,00:00:02.090
P57,2025-06-05_15-17-04,NA,NA,,robotspeaking,00:00:02.970
P57,2025-06-05_15-17-04,NA,NA,,robotspeaking,00:00:02.140
P57,2025-06-05_15-17-04,NA,NA,,robotspeaking,00:00:02.010
P57,2025-06-05_15-17-04,NA,NA,,robotspeaking,00:00:02.510
P57,2025-06-05_15-17-04,NA,NA,,childprompt,00:00:01.830
P57,2025-06-05_15-17-04,NA,NA,,childreaction2failure,00:00:01.910
P57,2025-06-05_15-17-04,NA,NA,,childreaction2failure,00:00:01.750
P57,2025-06-05_15-17-04,NA,NA,,childreaction2failure,00:00:00.820
P57,2025-06-05_15-17-04,NA,NA,,quote,00:00:01.830
P57,2025-06-05_15-17-04,NA,NA,,quote,00:00:01.910
P57,2025-06-05_15-17-04,NA,NA,,quote,00:00:01.750
P57,2025-06-05_15-17-04,NA,NA,,quote,00:00:00.820
P57,2025-06-05_15-17-04,NA,NA,,video,00:00:00.040
P57,2025-06-05_15-17-04,NA,NA,,childreaction2failure,00:00:01.830
P58,2025-06-05_15-24-35,NA,NA,,quote,00:00:01.430
P58,2025-06-05_15-24-35,NA,NA,,quote,00:00:01.520
P58,2025-06-05_15-24-35,NA,NA,,quote,00:00:01.100
P58,2025-06-05_15-24-35,NA,NA,,childprompt,00:00:01.100
P58,2025-06-05_15-24-35,NA,NA,,childprompt,00:00:01.430
P58,2025-06-05_15-24-35,NA,NA,,childtone,00:00:01.520
P58,2025-06-05_15-24-35,NA,NA,,childtone,00:00:01.100
P58,2025-06-05_15-24-35,NA,NA,,video,00:00:01.400
P58,2025-06-05_15-24-35,NA,NA,,video,00:00:00.940
P58,2025-06-05_15-24-35,NA,NA,,video,00:00:00.870
P58,2025-06-05_15-24-35,NA,NA,,video,00:00:01.130
P58,2025-06-05_15-24-35,NA,NA,,video,00:00:00.510
P58,2025-06-05_15-24-35,NA,NA,,childprompt,00:00:01.520
P58,2025-06-05_15-24-35,NA,NA,,robotspeaking,00:00:02.600
P58,2025-06-05_15-24-35,NA,NA,,video,00:00:02.320
P58,2025-06-05_15-24-35,NA,NA,,childreaction2failure,00:00:01.100
P58,2025-06-05_15-24-35,NA,NA,,childreaction2failure,00:00:01.520
P58,2025-06-05_15-24-35,NA,NA,,robotspeaking,00:00:01.240
P58,2025-06-05_15-24-35,NA,NA,,childreaction2failure,00:00:01.430
P58,2025-06-05_15-24-35,NA,NA,,robotspeaking,00:00:02.100
P58,2025-06-05_15-24-35,NA,NA,,robotspeaking,00:00:02.110
P58,2025-06-05_15-24-35,NA,NA,,robotspeaking,00:00:01.910
P58,2025-06-05_15-24-35,NA,NA,,robotspeaking,00:00:03.030
P59,2025-06-05_15-32-57,NA,NA,,video,00:00:00.660
P59,2025-06-05_15-32-57,NA,NA,,childtone,00:00:01.360
P59,2025-06-05_15-32-57,NA,NA,,childtone,00:00:01.520
P59,2025-06-05_15-32-57,NA,NA,,video,00:00:00.250
P59,2025-06-05_15-32-57,NA,NA,,video,00:00:01.000
P59,2025-06-05_15-32-57,NA,NA,,video,00:00:00.450
P59,2025-06-05_15-32-57,NA,NA,,video,00:00:01.000
P59,2025-06-05_15-32-57,NA,NA,,video,00:00:02.390
P59,2025-06-05_15-32-57,NA,NA,,childreaction2failure,00:00:00.700
P59,2025-06-05_15-32-57,NA,NA,,robotspeaking,00:00:02.210
P59,2025-06-05_15-32-57,NA,NA,,robotspeaking,00:00:01.910
P59,2025-06-05_15-32-57,NA,NA,,robotspeaking,00:00:02.700
P59,2025-06-05_15-32-57,NA,NA,,childreaction2failure,00:00:01.615
P59,2025-06-05_15-32-57,NA,NA,,childreaction2failure,00:00:01.360
P59,2025-06-05_15-32-57,NA,NA,,childreaction2failure,00:00:01.520
P59,2025-06-05_15-32-57,NA,NA,,quote,00:00:01.620
P59,2025-06-05_15-32-57,NA,NA,,quote,00:00:01.520
P59,2025-06-05_15-32-57,NA,NA,,robotspeaking,00:00:02.700
P59,2025-06-05_15-32-57,NA,NA,,childprompt,00:00:01.520
P59,2025-06-05_15-32-57,NA,NA,,childprompt,00:00:01.620
P59,2025-06-05_15-32-57,NA,NA,,childprompt,00:00:01.360
P6,2025-02-13_09-46-06,NA,NA,,quote,00:00:02.120
P6,2025-02-13_09-46-06,NA,NA,,childprompt,00:00:01.460
P6,2025-02-13_09-46-06,NA,NA,,childprompt,00:00:04.380
P6,2025-02-13_09-46-06,NA,NA,,childprompt,00:00:02.120
P6,2025-02-13_09-46-06,NA,NA,,childprompt,00:00:00.590
P6,2025-02-13_09-46-06,NA,NA,,video,00:00:01.000
P6,2025-02-13_09-46-06,NA,NA,,video,00:00:01.000
P6,2025-02-13_09-46-06,NA,NA,,video,00:00:01.000
P6,2025-02-13_09-46-06,NA,NA,,video,00:00:01.000
P6,2025-02-13_09-46-06,NA,NA,,video,00:00:01.000
P6,2025-02-13_09-46-06,NA,NA,,robotspeaking,00:00:02.210
P6,2025-02-13_09-46-06,NA,NA,,video,00:00:01.000
P6,2025-02-13_09-46-06,NA,NA,,quote,00:00:01.460
P6,2025-02-13_09-46-06,NA,NA,,childreaction2failure,00:00:02.120
P6,2025-02-13_09-46-06,NA,NA,,childreaction2failure,00:00:04.380
P6,2025-02-13_09-46-06,NA,NA,,quote,00:00:04.380
P6,2025-02-13_09-46-06,NA,NA,,robotspeaking,00:00:01.030
P6,2025-02-13_09-46-06,NA,NA,,robotspeaking,00:00:01.210
P6,2025-02-13_09-46-06,NA,NA,,robotspeaking,00:00:01.760
P6,2025-02-13_09-46-06,NA,NA,,childreaction2failure,00:00:01.460
P7,2025-02-13_09-56-25,NA,NA,,video,00:00:02.160
P7,2025-02-13_09-56-25,NA,NA,,childprompt,00:00:01.060
P7,2025-02-13_09-56-25,NA,NA,,childprompt,00:00:02.020
P7,2025-02-13_09-56-25,NA,NA,,childprompt,00:00:00.580
P7,2025-02-13_09-56-25,NA,NA,,childprompt,00:00:00.620
P7,2025-02-13_09-56-25,NA,NA,,childprompt,00:00:00.670
P7,2025-02-13_09-56-25,NA,NA,,video,00:00:01.060
P7,2025-02-13_09-56-25,NA,NA,,video,00:00:00.900
P7,2025-02-13_09-56-25,NA,NA,,video,00:00:01.880
P7,2025-02-13_09-56-25,NA,NA,,robotspeaking,00:00:01.230
P7,2025-02-13_09-56-25,NA,NA,,video,00:00:00.980
P7,2025-02-13_09-56-25,NA,NA,,robotspeaking,00:00:01.140
P7,2025-02-13_09-56-25,NA,NA,,robotspeaking,00:00:01.150
P7,2025-02-13_09-56-25,NA,NA,,robotspeaking,00:00:01.120
P7,2025-02-13_09-56-25,NA,NA,,robotspeaking,00:00:01.590
P7,2025-02-13_09-56-25,NA,NA,,childreaction2failure,00:00:01.060
P7,2025-02-13_09-56-25,NA,NA,,childreaction2failure,00:00:00.580
P7,2025-02-13_09-56-25,NA,NA,,childreaction2failure,00:00:00.620
P7,2025-02-13_09-56-25,NA,NA,,video,00:00:01.760
P7,2025-02-13_09-56-25,NA,NA,,childreaction2failure,00:00:00.670
P8,2025-02-13_10-06-10,NA,NA,,video,00:00:01.160
P8,2025-02-13_10-06-10,NA,NA,,video,00:00:00.960
P8,2025-02-13_10-06-10,NA,NA,,video,00:00:01.250
P8,2025-02-13_10-06-10,NA,NA,,childprompt,00:00:00.690
P8,2025-02-13_10-06-10,NA,NA,,childprompt,00:00:00.970
P8,2025-02-13_10-06-10,NA,NA,,childprompt,00:00:00.570
P8,2025-02-13_10-06-10,NA,NA,,childprompt,00:00:00.650
P8,2025-02-13_10-06-10,NA,NA,,video,00:00:01.550
P8,2025-02-13_10-06-10,NA,NA,,childprompt,00:00:01.040
P8,2025-02-13_10-06-10,NA,NA,,video,00:00:00.670
P8,2025-02-13_10-06-10,NA,NA,,quote,00:00:01.440
P8,2025-02-13_10-06-10,NA,NA,,robotspeaking,00:00:00.370
P8,2025-02-13_10-06-10,NA,NA,,robotspeaking,00:00:00.650
P8,2025-02-13_10-06-10,NA,NA,,robotspeaking,00:00:00.930
P8,2025-02-13_10-06-10,NA,NA,,childreaction2failure,00:00:00.970
P8,2025-02-13_10-06-10,NA,NA,,childreaction2failure,00:00:00.570
P8,2025-02-13_10-06-10,NA,NA,,childreaction2failure,00:00:01.040
P8,2025-02-13_10-06-10,NA,NA,,childreaction2failure,00:00:00.690
P8,2025-02-13_10-06-10,NA,NA,,quote,00:00:00.650
P8,2025-02-13_10-06-10,NA,NA,,quote,00:00:00.690
P8,2025-02-13_10-06-10,NA,NA,,video,00:00:00.680
P9,2025-02-13_10-17-34,NA,NA,,video,00:00:00.800
P9,2025-02-13_10-17-34,NA,NA,,video,00:00:01.370
P9,2025-02-13_10-17-34,NA,NA,,video,00:00:01.700
P9,2025-02-13_10-17-34,NA,NA,,childprompt,00:00:01.230
P9,2025-02-13_10-17-34,NA,NA,,childprompt,00:00:01.480
P9,2025-02-13_10-17-34,NA,NA,,childprompt,00:00:04.130
P9,2025-02-13_10-17-34,NA,NA,,childprompt,00:00:01.490
P9,2025-02-13_10-17-34,NA,NA,,video,00:00:00.870
P9,2025-02-13_10-17-34,NA,NA,,video,00:00:01.330
P9,2025-02-13_10-17-34,NA,NA,,video,00:00:03.030
P9,2025-02-13_10-17-34,NA,NA,,robotspeaking,00:00:00.590
P9,2025-02-13_10-17-34,NA,NA,,robotspeaking,00:00:01.100
P9,2025-02-13_10-17-34,NA,NA,,robotspeaking,00:00:00.440
P9,2025-02-13_10-17-34,NA,NA,,robotspeaking,00:00:00.700
P9,2025-02-13_10-17-34,NA,NA,,childreaction2failure,00:00:01.230
P9,2025-02-13_10-17-34,NA,NA,,childreaction2failure,00:00:01.490
P9,2025-02-13_10-17-34,NA,NA,,childreaction2failure,00:00:04.130
P9,2025-02-13_10-17-34,NA,NA,,childreaction2failure,00:00:00.700
P9,2025-02-13_10-17-34,NA,NA,,childreaction2failure,00:00:02.550
P9,2025-02-13_10-17-34,NA,NA,,childreaction2failure,00:00:07.450
P9,2025-02-13_10-17-34,NA,NA,,quote,00:00:01.230
P9,2025-02-13_10-17-34,NA,NA,,robotspeaking,00:00:02.030
P9,2025-02-13_10-17-34,NA,NA,,childprompt,00:00:02.810
